street_name,municipality,postcode,count
Buchenring,Jübek,24855,1
Buchenhain,Runkel,65594,1
Buchenhain,Rosengarten,21224,1
Buchenallee,Gdefr. Geb. (Lkr Wunsiedel i.Fichtelgebirge),95493,1
Buchenallee,Duisburg,47199,1
Buchenstraße,Marklkofen,84163,1
Buchenstraße,Marktheidenfeld,97828,1
Buchenstraße,Marl,45772,1
Buchenstraße,Straßenhaus,56587,1
Buchenweg,Bad Wörishofen,86825,1
Buchenweg,Bad Schönborn,76669,1
Buchenweg,Bad Bentheim,48455,1
Buchenweg,Aham,84168,1
Buchenweg,Agathenburg,21684,1
Buchenweg,Adlkofen,84166,1
Buchenweg,Abstatt,74232,1
Buchenstraße,Öhringen,74613,1
Buchenstraße,Zellingen,97225,1
Buchenstraße,Wendlingen am Neckar,73240,1
Buchenstraße,Saterland,26683,1
Buchenstraße,Mönchengladbach,41239,1
Buchenstraße,Sankt Wendel,66606,1
Buchenstraße,Rüsselsheim am Main,65428,1
Buchenstraße,Rüdersdorf bei Berlin,15378,1
Buchenstraße,Roßtal,90574,1
Buchenstraße,Rohr i.NB,93352,1
Buchenstraße,Ottendorf-Okrilla,01458,1
Buchenstraße,Oberhaching,82041,1
Buchenstraße,Niefern-Öschelbronn,75223,1
Buchenstraße,Neustadt a.d.Donau,93333,1
Buchenstraße,Neckartenzlingen,72654,1
Brückenstraße,Buchholz in der Nordheide,21244,1
Brückenstraße,Bexbach,66450,1
Dachsweg,Oranienburg,16515,1
Brucknerstraße,Nordhorn,48527,1
Brunnengasse,Sauldorf,88605,1
Brunnengasse,Röthenbach an der Pegnitz,90552,1
Brunnengasse,Plech,91287,1
Brunnengasse,Neckargemünd,69151,1
Brunnengasse,Müllheim,79379,1
Brunnengasse,Mosbach,74821,1
Brunnengasse,Leimen,69181,1
Brunnengasse,Greiz,07973,1
Brunnengasse,Gemünden (Felda),35329,1
Brunnengasse,Frankenthal (Pfalz),67227,1
Brunnengasse,Erpel,53579,1
Brunnengasse,Dingolshausen,97497,1
Brunnengasse,Beerfelden,64743,1
Brunnengasse,Bad König,64732,1
Brunnengasse,Bad Hersfeld,36251,1
Brunhildstraße,Hürth,50354,1
Bruckstraße,Unterstadion,89619,1
Bruckstraße,Roding,93426,1
Brucknerweg,Schloß Holte-Stukenbrock,33758,1
Brucknerweg,Obersulm,74182,1
Brucknerweg,Immendingen,78194,1
Brucknerweg,Geretsried,82538,1
Brucknerstraße,Schwalbach (Saar),66773,1
Brunnengasse,Schneckenlohe,96277,1
Brunnengasse,Schwallungen,98590,1
Brunnengasse,Schwäbisch Hall,74523,1
Brunnenstraße,Baustert,54636,1
Brunnenstraße,Föckelberg,66887,1
Brunnenstraße,Freisen,66629,1
Brunnenstraße,Esthal,67472,1
Brunnenstraße,Engstingen,72829,1
Brunnenstraße,Ebersbach-Neugersdorf,02730,1
Brunnenstraße,Durmersheim,76448,1
Brunnenstraße,Dröbischau,07426,1
Brunnenstraße,Dornburg,65599,1
Brunnenstraße,Börde-Hakel,39448,1
Brunnenstraße,Bekond,54340,1
Brunnenstraße,Augsburg,86165,1
Brunnengasse,Sigmaringen,72488,1
Brunnenstraße,Altenstadt,63674,1
Brunnenstraße,Allenfeld,55595,1
Brunnenstraße,Aindling,86447,1
Brunnenstraße,Aachen,52074,1
Brunnenplatz,Peitz,03185,1
Brunnenplatz,Könnern,06420,1
Brunnenplatz,Heidenrod,65321,1
Brunnengasse,Ölbronn-Dürrn,75248,1
Brunnengasse,Winterbach,73650,1
Brunnengasse,Thalmässing,91177,1
Brucknerstraße,Ravenstein,74747,1
Brucknerstraße,Monheim am Rhein,40789,1
Brunnenstraße,Goethestadt Bad Lauchstädt,06246,1
Brucknerstraße,Lauingen (Donau),89415,1
Bruchstraße,Hütschenhausen,66882,1
Bruchstraße,Herdecke,58313,1
Bruchstraße,Fuldatal,34233,1
Bruchstraße,Ense,59469,1
Bruchstraße,Ellerstadt,67158,1
Bruchstraße,Duisburg,47239,1
Bruchstraße,Bremen,28201,1
Brookweg,Rheine,48432,1
Brookweg,Münster,48161,1
Brookstraße,Lotte,49504,1
Brookstraße,Hopsten,48496,1
Brookstraße,Dülmen,48249,1
Brookstraße,Cappeln (Oldenburg),49692,1
Brookstraße,Buchholz,25712,1
Bromberger Straße,Lampertheim,68623,1
Bromberger Straße,Brietlingen,21382,1
Brombeerweg,Rottenburg am Neckar,72108,1
Brombeerweg,Niederlangen,49779,1
Brombeerweg,Neuss,41470,1
Brombeerweg,Lippstadt,59556,1
Brombeerweg,Leonberg,71229,1
Brombeerweg,Lauffen am Neckar,74348,1
Brombeerweg,Kellenhusen,23746,1
Bruchstraße,Kettenkamp,49577,1
Bruchstraße,Meschede,59872,1
Bruchstraße,Pollhagen,31718,1
Bruchweg,Recklinghausen,45659,1
Brucknerstraße,Flörsheim,65439,1
Brucknerstraße,Dornstadt,89160,1
Brucknerstraße,Birkenfeld,75217,1
Brucker Straße,Sulzemoos,85254,1
Brucker Straße,Erdweg,85253,1
Brucker Straße,Bodenwöhr,92439,1
Brucker Straße,Bergkirchen,85232,1
Bruchweg,Wunstorf,31515,1
Bruchweg,Springe,31832,1
Bruchweg,Salzhausen,21376,1
Bruchweg,Plettenberg,58840,1
Bruchstraße,Selfkant,52538,1
Bruchweg,Otter,21259,1
Bruchweg,Münchhausen,35117,1
Bruchweg,Menslage,49637,1
Bruchweg,Kettenkamp,49577,1
Bruchweg,Kamp-Lintfort,47475,1
Bruchweg,Heidenau,21258,1
Bruchweg,Hauenstein,76846,1
Bruchweg,Hademstorf,29693,1
Bruchweg,Groß-Umstadt,64823,1
Bruchweg,Duisburg,47198,1
Brunnenstraße,Gelnhausen,63571,1
Brunnenstraße,Gosheim,78559,1
Brückenstraße,Berlin,12589,1
Brunnenstraße,Zülpich,53909,1
Brunnenweg,Litzendorf,96123,1
Brunnenweg,Langelsheim,38685,1
Brunnenweg,Iserlohn,58644,1
Brunnenweg,Hellenhahn-Schellenberg,56479,1
Brunnenweg,Großerlach,71577,1
Brunnenweg,Fürstenstein,94538,1
Brunnenweg,Frickenhausen,72636,1
Brunnenweg,Forbach,76596,1
Brunnenweg,Flörsbachtal,63639,1
Brunnenweg,Dormitz,91077,1
Brunnenweg,Crailsheim,74564,1
Brunnenweg,Celle,29225,1
Brunnenweg,Busenhausen,57612,1
Brunnenweg,Bräunlingen,78199,1
Brunnenweg,Berzhausen,57632,1
Brunnenweg,Bergheim,86673,1
Brunnenweg,Bad Saulgau,88348,1
Brunnenweg,Bad Boll,73087,1
Brunnenweg,Assamstadt,97959,1
Brunnenweg,Altenstadt,89281,1
Brunnenweg,Alsdorf,52477,1
Brunnenweg,Algermissen,31191,1
Brunnenweg,Aichelberg,73101,1
Brunnenweg,Löbau,02708,1
Brunnenweg,Mainburg,84048,1
Brunnenweg,Morshausen,56283,1
Brunngasse,Jandelsbrunn,94118,1
Brückenstraße,Arnsberg,59759,1
Brückengasse,Weilheim an der Teck,73235,1
Brückengasse,Großschweidnitz,02708,1
Brückengasse,Frohburg,04654,1
Brückengasse,Eisfeld,98673,1
Brücke,Roßdorf,98590,1
Bräuhausstraße,Taufkirchen,84416,1
Bräugasse,Passau,94032,1
Bräugasse,Hauzenberg,94051,1
Brunostraße,Essen,45128,1
Brunnenweg,Ziemetshausen,86473,1
Brunnenweg,München,80686,1
Brunnenweg,Wiesbaden,65207,1
Brunnenweg,Waldkirch,79183,1
Brunnenweg,Verl,33415,1
Brunnenweg,Stolberg,52224,1
Brunnenweg,Stipshausen,55758,1
Brunnenweg,Schöppenstedt,38170,1
Brunnenweg,Schloen-Dratow,17192,1
Brunnenweg,Röttingen,97285,1
Brunnenweg,Oberleichtersbach,97789,1
Brunnenweg,Naumburg,34311,1
Brunnenstraße,Überlingen,88662,1
Brunnenstraße,Zwickau,08056,1
Brunnenstraße,Gottenheim,79288,1
Brunnenstraße,Wolfsburg,38442,1
Brunnenstraße,Recke,49509,1
Brunnenstraße,Rangendingen,72414,1
Brunnenstraße,Rabenau,35466,1
Brunnenstraße,Panzweiler,56865,1
Brunnenstraße,Paderborn,33100,1
Brunnenstraße,Ostrach,88356,1
Brunnenstraße,Obertshausen,63179,1
Brunnenstraße,Oberaurach,97514,1
Brunnenstraße,Neuhaus am Rennweg,98724,1
Brunnenstraße,Mönchengladbach,41069,1
Brunnenstraße,Mettlach,66693,1
Brunnenstraße,Mayen,56727,1
Brunnenstraße,Litzendorf,96123,1
Brunnenstraße,Leutenbach,71397,1
Brunnenstraße,Lahr/Schwarzwald,77933,1
Brunnenstraße,Königsee-Rottenbach,07426,1
Brunnenstraße,Krayenberggemeinde,36460,1
Brunnenstraße,Kleinbundenbach,66501,1
Brunnenstraße,Kevelaer,47623,1
Brunnenstraße,Ilmtal,99326,1
Brunnenstraße,Ibbenbüren,49477,1
Brunnenstraße,Hontheim,54538,1
Brunnenstraße,Hommerdingen,54675,1
Brunnenstraße,Reiskirchen,35447,1
Brunnenstraße,Riedstadt,64560,1
Brunnenstraße,Röderaue,01609,1
Brunnenstraße,Tröstau,95709,1
Brunnenstraße,Wittgert,56237,1
Brunnenstraße,Winnenden,71364,1
Brunnenstraße,Wilhelmsdorf,88271,1
Brunnenstraße,Wildenbörten,04626,1
Brunnenstraße,Welschenbach,56729,1
Brunnenstraße,Weitnau,87480,1
Brunnenstraße,Weinbach,35796,1
Brunnenstraße,Waldalgesheim,55425,1
Brunnenstraße,Waigolshausen,97534,1
Brunnenstraße,Villingen-Schwenningen,78050,1
Brunnenstraße,Traben-Trarbach,56841,1
Brunnenstraße,Sasbach,77880,1
Brunnenstraße,Tauberrettersheim,97285,1
Brunnenstraße,Syrgenstein,89428,1
Brunnenstraße,Steinach,94377,1
Brunnenstraße,Spangenberg,34286,1
Brunnenstraße,Sontra,36205,1
Brunnenstraße,Schöningen,38364,1
Brunnenstraße,Schwobfeld,37318,1
Brunnenstraße,Schollbrunn,97852,1
Brunnenstraße,Schiffweiler,66578,1
Brunnenstraße,Schauenburg,34270,1
Buchenweg,Mettlach,66693,1
Buchenweg,Miesbach,83714,1
Buchenweg,Möhnesee,59519,1
Böttcherstraße,Hamm,59069,1
Bürgerstraße,Eggingen,79805,1
Bürgerstraße,Bad Wurzach,88410,1
Bülowstraße,Pforzheim,75180,1
Bülowstraße,Hamm,59075,1
Bülowstraße,Augsburg,86167,1
Bühlweg,Runding,93486,1
Bühlweg,Künzelsau,74653,1
Bühlweg,Butzbach,35510,1
Bühlweg,Bayreuth,95448,1
Bühlstraße,Weil der Stadt,71263,1
Bühlstraße,Wehringen,86517,1
Bühlstraße,Siegen,57080,1
Bühlstraße,Seitingen-Oberflacht,78606,1
Bühlstraße,Rechberghausen,73098,1
Bühlstraße,Lauf an der Pegnitz,91207,1
Bühlstraße,Großerlach,71577,1
Bühlstraße,Dornburg,65599,1
Bühlstraße,Bexbach,66450,1
Bühlstraße,Bayreuth,95448,1
Bühlstraße,Bad Saulgau,88348,1
Büchnerstraße,Solingen,42699,1
Büchnerstraße,Riedstadt,64560,1
Büchnerstraße,Lahnau,35633,1
Bürgerstraße,Freital,01705,1
Bürgerstraße,Köln,50667,1
Bürgerstraße,Nidderau,61130,1
Carl-Benz-Straße,Rehau,95111,1
Carl-Orff-Straße,Spelle,48480,1
Carl-Orff-Straße,Ostrhauderfehn,26842,1
Carl-Orff-Straße,Eppelheim,69214,1
Carl-Orff-Straße,Bad Krozingen,79189,1
Carl-Maria-von-Weber-Straße,Wackersdorf,92442,1
Carl-Maria-von-Weber-Straße,Bischofswerda,01877,1
Carl-Diem-Straße,Twistringen,27239,1
Carl-Benz-Straße,Varel,26316,1
Carl-Benz-Straße,Taunusstein,65232,1
Carl-Benz-Straße,Rohrbach,85296,1
Carl-Benz-Straße,Plankstadt,68723,1
Calvinstraße,Bayreuth,95445,1
Carl-Benz-Straße,Offenburg,77652,1
Carl-Benz-Straße,Hirschberg an der Bergstraße,69469,1
Carl-Benz-Straße,Frankfurt am Main,60386,1
Carl-Benz-Straße,Einhausen,64683,1
Carl-Benz-Straße,Dorsten,46282,1
Calwer Straße,Sindelfingen,71069,1
Calwer Straße,Nufringen,71154,1
Calwer Straße,Neubulach,75387,1
Calwer Straße,Herrenberg,71083,1
Calvinstraße,Weener,26826,1
Böttgerstraße,Monheim am Rhein,40789,1
Böttcherstraße,Bottrop,46244,1
Carl-Schurz-Straße,Kaiserslautern,67659,1
Böhmerwaldstraße,Tiefenbach,93464,1
Bäckergasse,Lutherstadt Eisleben,06295,1
Bäckergasse,Langerringen,86853,1
Bäckergasse,Helmbrechts,95233,1
Bäckergasse,Gommern,39175,1
Bäckergasse,Engelsbrand,75331,1
Bäckergasse,Bad Bibra,06647,1
Bussardweg,Ratingen,40882,1
Bussardweg,Monheim,86653,1
Bussardweg,Langenhagen,30853,1
Bussardweg,Kirchheim unter Teck,73230,1
Bussardweg,Herbrechtingen,89542,1
Bussardweg,Helmstedt,38350,1
Bussardweg,Heidelberg,69123,1
Bussardweg,Hanerau-Hademarschen,25557,1
Bussardweg,Garrel,49681,1
Bussardweg,Freiburg im Breisgau,79110,1
Bussardweg,Edertal,34549,1
Bussardweg,Bocholt,46399,1
Bussardweg,Birkenwerder,16547,1
Bussardweg,Aichtal,72631,1
Bussardstraße,Vilsbiburg,84137,1
Bussardstraße,Villingen-Schwenningen,78048,1
Bussardstraße,Schweinfurt,97422,1
Bäckergasse,Schifferstadt,67105,1
Bäckergasse,Villenbach,86637,1
Bäckerstraße,Albstadt,72461,1
Bärengasse,Roßtal,90574,1
Böhmerwaldstraße,Spalt,91174,1
Böhmerwaldstraße,Kirchdorf a.Inn,84375,1
Böhmerwaldstraße,Gersthofen,86368,1
Böhmerwaldstraße,Geiselhöring,94333,1
Böcklinstraße,Mönchengladbach,41069,1
Böcklerstraße,Stuttgart,70199,1
Bärenweg,Friedrichsthal,66299,1
Bärenstraße,Zweibrücken,66482,1
Bärenstraße,Herbrechtingen,89542,1
Bärengasse,Villingen-Schwenningen,78050,1
Bärengasse,Butzbach,35510,1
Bäckerstraße,Bargstedt,21698,1
Bäderstraße,Schwedeneck,24229,1
Bäderstraße,Ratekau,23626,1
Bäckerweg,Prenzlau,17291,1
Bäckerstraße,Wunstorf,31515,1
Bäckerstraße,Rastow,19288,1
Bäckerstraße,Nordhausen,99734,1
Bäckerstraße,Halstenbek,25469,1
Bäckerstraße,Gifhorn,38518,1
Bäckerstraße,Elpersbüttel,25704,1
Bäckerstraße,Echem,21379,1
Carl-Orff-Straße,Suhl,98529,1
Carl-Spitzweg-Straße,Bobenheim-Roxheim,67240,1
Buchenweg,Münster,48161,1
Christophstraße,Leinfelden-Echterdingen,70771,1
Coburger Straße,Itzgrund,96274,1
Clemensstraße,Merzig,66663,1
Clemensstraße,Kerpen,50169,1
Clemensstraße,Geldern,47608,1
Clemensstraße,Bonn,53225,1
Clemens-August-Straße,Liebenburg,38704,1
Claudiusweg,Rostock,18146,1
Claudiusstraße,Stuttgart,70197,1
Claudiusstraße,Leipzig,04157,1
Clara-Zetkin-Straße,Zeitz,06712,1
Clara-Zetkin-Straße,Tribsees,18465,1
Clara-Zetkin-Straße,Schmölln,04626,1
Clara-Zetkin-Straße,Rathenow,14712,1
Clara-Zetkin-Straße,Mügeln,04769,1
Clara-Zetkin-Straße,Leinefelde-Worbis,37327,1
Clara-Zetkin-Straße,Hohen Neuendorf,16562,1
Clara-Zetkin-Straße,Goethestadt Bad Lauchstädt,06246,1
Clara-Schumann-Straße,Sulzfeld,75056,1
Clara-Schumann-Straße,Langenselbold,63505,1
Clara-Schumann-Straße,Heiningen,73092,1
Clara-Schumann-Straße,Arnsberg,59759,1
Christophstraße,Villingen-Schwenningen,78056,1
Christophstraße,Tuttlingen,78532,1
Coburger Straße,Maroldsweisach,96126,1
Comeniusstraße,Schiffweiler,66578,1
Cottbuser Straße,Königs Wusterhausen,15711,1
Dachauer Straße,Altomünster,85250,1
Dachsweg,Nienburg/Weser,31582,1
Dachsweg,Lüdinghausen,59348,1
Dachsweg,Jesteburg,21266,1
Dachsweg,Hofheim am Taunus,65719,1
Dachsweg,Augsburg,86169,1
Dachsbauweg,Neuenstadt am Kocher,74196,1
Dachsbauweg,Frauenforst,93309,1
Dachsbauweg,Biberach (Baden),77781,1
Dachsbau,Karlsruhe,76228,1
Dachsbau,Frankfurt (Oder),15234,1
Cäcilienstraße,Korschenbroich,41352,1
Cottbuser Straße,Tschernitz,03130,1
Cäcilienstraße,Issum,47661,1
Cäcilienstraße,Hannover,30519,1
Cäcilienstraße,Gütersloh,33330,1
Cäcilienstraße,Eschweiler,52249,1
Cäcilienstraße,Düren,52353,1
Cäcilienstraße,Augustdorf,32832,1
Cranachstraße,Wetzlar,35578,1
Cranachstraße,Wesseling,50389,1
Cranachstraße,Solingen,42719,1
Cottbuser Straße,Werben,03096,1
Christophstraße,München,80539,1
Christophstraße,Köln,50672,1
Carl-Zeiss-Straße,Alsfeld,36304,1
Christophstraße,Göppingen,73033,1
Chaussee,Schönwalde-Glien,14621,1
Chaussee,Möckern,39291,1
Charlottenweg,Ostfildern,73760,1
Charlottenstraße,Potsdam,14467,1
Charlottenstraße,Pirmasens,66955,1
Charlottenstraße,Marbach am Neckar,71672,1
Charlottenstraße,Göppingen,73037,1
Celler Straße,Wuppertal,42279,1
Celler Straße,Wienhausen,29342,1
Celler Straße,Schwarmstedt,29690,1
Celler Straße,Burgwedel,29313,1
Celler Straße,Bremen,28205,1
Celler Straße,Braunschweig,38179,1
Carlstraße,Schöppenstedt,38170,1
Carlo-Mierendorff-Straße,Viernheim,68519,1
Carlo-Mierendorff-Straße,Bickenbach,64404,1
Carl-von-Ossietzky-Straße,Delmenhorst,27753,1
Carl-Zeiss-Straße,Trittau,22946,1
Carl-Zeiss-Straße,Rödermark,63322,1
Carl-Zeiss-Straße,Maintal,63477,1
Carl-Zeiss-Straße,Heidelberg,69214,1
Carl-Zeiss-Straße,Gütersloh,33334,1
Carl-Zeiss-Straße,Bremen,28357,1
Chausseestraße,Am Mellensee,15838,1
Chausseestraße,Linthe,14822,1
Chausseestraße,Wusterhausen/Dosse,16845,1
Cheruskerstraße,Gäufelden,71126,1
Christophstraße,Essen,45130,1
Christophstraße,Bönnigheim,74357,1
Christofstraße,Wendlingen am Neckar,73240,1
Christofstraße,Kirchheim unter Teck,73230,1
Christofstraße,Fellbach,70736,1
Christianstraße,Betzdorf,57518,1
Chopinstraße,Stuttgart,70195,1
Chopinstraße,Potsdam,14480,1
Chopinstraße,München,81245,1
Chopinstraße,Leipzig,04103,1
Chemnitzer Straße,Stutensee,76297,1
Chemnitzer Straße,Augustusburg,09573,1
Chemnitzer Straße,Striegistal,09661,1
Chemnitzer Straße,Penig,09322,1
Chemnitzer Straße,Oldenburg,26129,1
Chemnitzer Straße,Leisnig,04703,1
Chemnitzer Straße,Leipzig,04289,1
Chemnitzer Straße,Geithain,04643,1
Chemnitzer Straße,Dresden,01187,1
Chemnitzer Straße,Chemnitz,09244,1
Chemnitzer Straße,Chemnitz,09123,1
Chemnitzer Straße,Blankenhof,17039,1
Bussardstraße,Schortens,26419,1
Bussardstraße,Rhauderfehn,26817,1
Bussardstraße,Lage,32791,1
Bundesstraße,Kappeln,24376,1
Burggraben,Ilshofen,74532,1
Burggasse,Waltershausen,99880,1
Burggasse,Hohnstein,01848,1
Burger Straße,Wilster,25554,1
Burgblick,Wellheim,91809,1
Burgblick,Hohenburg,92277,1
Burgberg,Traunreut,83371,1
Burgberg,Katlenburg-Lindau,37191,1
Burgberg,Hartenstein,91235,1
Burg,Seesen,38723,1
Burg,Bayreuth,95448,1
Burg,Bad Berka,99438,1
Bunzlauer Straße,Wittingen,29378,1
Bunzlauer Straße,Mitterteich,95666,1
Bunsenstraße,Sandhausen,69207,1
Bunsenstraße,Herne,44625,1
Bunsenstraße,Bad Dürrenberg,06231,1
Bunsenstraße,Ahlen,59229,1
Bungalowsiedlung,Kummerow,17139,1
Bungalowsiedlung,Chorin,16230,1
Bundesstraße,Schneverdingen,21261,1
Bundesstraße,Sankt Annen,25776,1
Bundesstraße,Oeversee,24988,1
Burggraben,Köln,51147,1
Burggraben,Körborn,66871,1
Burggraben,Norden,26506,1
Burgstallstraße,Hausham,83734,1
Burgstraße,Cham,93413,1
Burgstraße,Bruchhausen-Vilsen,27305,1
Burgstraße,Borken,34582,1
Burgstraße,Bingen,72511,1
Burgstraße,Biedenkopf,35216,1
Burgstraße,Annweiler am Trifels,76855,1
Burgstallweg,Rimbach,93485,1
Burgstallweg,Kissing,86438,1
Burgstallstraße,Obermichelbach,90587,1
Burgstallstraße,Neustetten,72149,1
Burgstallstraße,Egenhofen,82281,1
Burggraben,Radolfzell,78315,1
Burgstall,Eichendorf,94428,1
Burgstall,Deining,92364,1
Burgring,Hillesheim,54576,1
Burgring,Coesfeld,48653,1
Burgplatz,Velen,46342,1
Burgplatz,Kreuzau,52372,1
Burgplatz,Flammersfeld,57632,1
Burghof,Töpen,95183,1
Burghof,Niederkrüchten,41372,1
Burggraben,Stadtsteinach,95346,1
Bundesstraße,Kruft,56630,1
Bundesstraße,Hollnseth,21769,1
Bussardstraße,Gäufelden,71126,1
Bundesstraße,Geilenkirchen,52499,1
Buchenweg,Uffenheim,97215,1
Buchenweg,Trossingen,78647,1
Buchenweg,Trochtelfingen,72818,1
Buchenweg,Taucha,04425,1
Buchenweg,Stendal,39576,1
Buchenweg,Stammham,85134,1
Buchenweg,Stahnsdorf,14532,1
Buchenweg,Schwarzenbach a.d.Saale,95126,1
Buchenweg,Schwarzenbach,92720,1
Buchenweg,Schauenburg,34270,1
Buchenweg,Sasbach am Kaiserstuhl,79361,1
Buchenweg,Rostock,18198,1
Buchenweg,Riegel,79359,1
Buchenweg,Petting,83367,1
Buchenweg,Obrigheim (Pfalz),67283,1
Buchenweg,Oberkrämer,16727,1
Buchenweg,Nordhausen,99734,1
Buchenweg,Norden,26506,1
Buchenweg,Nidda,63667,1
Buchenweg,Neumünster,24536,1
Buchenweg,Neubukow,18233,1
Buchenweg,Netphen,57250,1
Buchenweg,Namborn,66640,1
Buchenweg,Ummendorf,88444,1
Buchenweg,Villingen-Schwenningen,78056,1
Buchenweg,Wallhausen,06528,1
Buchholzer Weg,Groß Pankow (Prignitz),16928,1
Bundesstraße,Dörpen,26892,1
Bundesstraße,Buggingen,79426,1
Budapester Straße,Berlin,10787,1
Buchweg,Wallhausen,74599,1
Buchweg,Vlotho,32602,1
Buchwaldstraße,Pfinztal,76327,1
Buchstraße,Spraitbach,73565,1
Buchholzweg,Alfter,53347,1
Buchholzweg,Alfter,53332,1
Buchholzstraße,Ibbenbüren,49509,1
Buchfinkenweg,München,80937,1
Buchenweg,Wershofen,53520,1
Buchfinkenweg,Bielefeld,33607,1
Buchfinkenweg,Berlin,14165,1
Bucher Straße,Weng,84187,1
Bucher Straße,Oy-Mittelberg,87466,1
Bucher Straße,Gremsdorf,91325,1
Buchenweg,Ziegenhain,57632,1
Buchenweg,Zaisenhausen,75059,1
Buchenweg,Wäschenbeuren,73116,1
Buchenweg,Worpswede,27726,1
Buchenweg,Wilhelmshaven,26389,1
Burgstraße,Cottbus,03046,1
Burgstraße,Dietingen,78661,1
Burgstraße,Dornhan,72175,1
Burgstraße,Dußlingen,72144,1
Burgweg,Ostrach,88356,1
Burgweg,Mudau,69427,1
Burgweg,Markgröningen,71706,1
Burgweg,Marburg,35085,1
Burgweg,Mandelbachtal,66399,1
Burgweg,Lauda-Königshofen,97922,1
Burgweg,Krummhörn,26736,1
Burgweg,Kremmen,16766,1
Burgweg,Hörsel,99880,1
Burgweg,Hilpoltstein,91161,1
Burgweg,Henneberg,98617,1
Burgweg,Harzgerode,06493,1
Burgweg,Freiburg im Breisgau,79112,1
Burgweg,Flörsbachtal,63639,1
Burgweg,Erkenbrechtsweiler,73268,1
Burgweg,Duderstadt,37115,1
Burgweg,Bad Münstereifel,53902,1
Burgweg,Aiglsbach,84089,1
Burgwall,Pritzwalk,16928,1
Burgunderweg,Zaberfeld,74374,1
Burgunderweg,Oberderdingen,75038,1
Burgunderstraße,Östringen,76684,1
Burgunderstraße,Nierstein,55283,1
Burgweg,Rosenheim,83026,1
Burgweg,Stuer,17209,1
Burgweg,Waldböckelheim,55596,1
Buschweg,Ellerau,25479,1
Bussardstraße,Dudenhofen,67373,1
Bussardstraße,Bubenreuth,91088,1
Bussardstraße,Borken,46325,1
Buschweg,Zetel,26340,1
Buschweg,Vielank,19303,1
Buschweg,Varel,26316,1
Buschweg,Sankt Augustin,53757,1
Buschweg,Köln,50829,1
Buschweg,Karlsruhe,76199,1
Buschweg,Espelkamp,32339,1
Buschweg,Ebersbach an der Fils,73061,1
Burgweg,Weilheim in Oberbayern,82362,1
Buschweg,Dortmund,44267,1
Buschweg,Bad Bentheim,48455,1
Buschstraße,Schaafheim,64850,1
Buschstraße,Hösbach,63768,1
Buschstraße,Haselünne,49740,1
Buschstraße,Bördeaue,39435,1
Buschstraße,Alfeld (Leine),31061,1
Buschstraße,Aachen,52078,1
Buschkamp,Datteln,45711,1
Burgweg,Wiesenthal,36466,1
Burgunderstraße,Niederkassel,53859,1
Burgunderstraße,München,80804,1
Burgunderstraße,Mutterstadt,67112,1
Burgstraße,Hohenstein,65329,1
Burgstraße,Mechernich,53894,1
Burgstraße,Loxstedt,27612,1
Burgstraße,Linden,35440,1
Burgstraße,Langerwehe,52379,1
Burgstraße,Königstein,01824,1
Burgstraße,Kiel,24103,1
Burgstraße,Kamp-Lintfort,47475,1
Burgstraße,Jülich,52428,1
Burgstraße,Inzigkofen,72514,1
Burgstraße,Hürth,50354,1
Burgstraße,Heidelberg,69121,1
Burgstraße,Mülsen,08132,1
Burgstraße,Harburg (Schwaben),86655,1
Burgstraße,Gummersbach,51647,1
Burgstraße,Gorleben,29475,1
Burgstraße,Glashütten,61479,1
Burgstraße,Flensburg,24939,1
Burgstraße,Fell,54341,1
Burgstraße,Engen,78234,1
Burgstraße,Emmendingen,79312,1
Burgstraße,Eisenach,99817,1
Burgstraße,Eching,85386,1
Burgstraße,Moers,47441,1
Burgstraße,Nentershausen,36214,1
Burgunderstraße,Kaiserslautern,67661,1
Burgstraße,Wadern,66687,1
Burgunderstraße,Gernsheim,64579,1
Burgunderstraße,Efringen-Kirchen,79588,1
Burgunderstraße,Baden-Baden,76534,1
Burgstraße,Zörbig,06780,1
Burgstraße,Wirges,56422,1
Burgstraße,Wiesbaden,65183,1
Burgstraße,Wernigerode,38855,1
Burgstraße,Werlte,49757,1
Burgstraße,Werdau,08412,1
Burgstraße,Waldsolms,35647,1
Burgstraße,Waake,37136,1
Burgstraße,Neufahrn bei Freising,85376,1
Burgstraße,Trossingen,78647,1
Burgstraße,Troisdorf,53842,1
Burgstraße,Theilenhofen,91741,1
Burgstraße,Schwerin,19055,1
Burgstraße,Schrecksbach,34637,1
Burgstraße,Schifferstadt,67105,1
Burgstraße,Röhrnbach,94133,1
Burgstraße,Quedlinburg,06485,1
Burgstraße,Oberstdorf,87561,1
Burgstraße,Niederburg,55432,1
Bahnhofstraße,Hohe Börde,39167,1
Bahnhofstraße,Hirschberg,07927,1
Bahnhofstraße,Hilter,49176,1
Am Feldrain,Nidderau,61130,1
Am Forst,Rauen,15518,1
Am Forst,Püttlingen,66773,1
Am Forst,Priestewitz,01561,1
Am Flutgraben,Schönau-Berzdorf auf dem Eigen,02748,1
Am Flutgraben,Osten,21756,1
Am Flutgraben,Hahnstätten,65623,1
Am Flugplatz,Wertheim,97877,1
Am Flugplatz,Görlitz,02828,1
Am Flugplatz,Bruchköbel,63486,1
Am Fließ,Siehdichum,15890,1
Am Fischteich,Sundern,59846,1
Am Fischteich,Preußisch Oldendorf,32361,1
